"project_name","scope","credits_issued"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-087","Community","70619"
"TPP-CPA-ETH-03","Community",NA
"IOT Mabagas Limited power plant Pudhuchatram","Agriculture","24076"
"VPA 6 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","45764"
"VPA 4 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","48417"
"VPA 5 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","48287"
"GS2404 International Water Purification Programme - CPA 3 Chlorine Dispensers in Uganda","Community","39083"
"Native Clean Water Programme South East Asia","Community",NA
"GS3510 Fundacion Natura Cookstove PoA_Satander","Community",NA
"Tokat Landfill Gas to Electricty Project","Waste Management","55833"
"Kakamega Stove Project","Community","8576"
"Improved Cooking Stoves for Africa - Nigeria VPA001","Community",NA
"Sustainable Development with Improved Cook Stoves in Burkina Faso- VPA 1 - Improved Dolo Stove in the Boucle du Mouhoun Region","Community",NA
"Biogas project Uttarakhand India","Community","73619"
"Sustainable Development with Improved Cook Stoves in Burkina Faso","Community",NA
"GS1247 VPA 38 Improved Kitchen Regimes: Bugesera Rwanda","Community","51583"
"GS1247 VPA 39 Improved Kitchen Regimes: Bugesera Rwanda","Community","48474"
"Clean Cookstoves Carbon Programme Central America PoA (4C-Carbon)","Community",NA
"4C-Carbon - Honduras - VPA001","Community",NA
"Elazig Landfill Gas Management and Utilization Project","Waste Management",NA
"Project Blue","Community",NA
"UGASTOVE CPA No1","Community",NA
"Native Clean Water Programme South East Asia: NE_VPA 01_IND","Community","20511"
"*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259)","Waste Management","1588548"
"Prayas- A VER project for the rural communities in Uttarakhand","Community","138709"
"Santa Marta Landfill Gas (LFG) Capture for Electricity Generation Project","Waste Management","2711723"
"Papop Biogas and Renewable Energy Project in Thailand","Waste Management","83770"
"Large Scale Dissemination of High Efficiency Improved Cookstoves in India","Community",NA
"3.66 MW poultry litter based power generation project by Raus Power in India (300020)","Agriculture",NA
"Guangzhou Zhujiang Beer Methane Recovery Project (300068)","Waste Management","19508"
"GS3428 - Biogas PoA Switzerland - VPA1","Community","25899"
"PoA GS973 - JFK CPA1 GS4017/James Finlay Kenya (JFK) CPA1","Community",NA
"GS1247 VPA 40 Improved Kitchen Regimes: Dissemination of improved stove in Zoba Anseba Eritrea 2","Community","62830"
"Gyapa Cook Stoves Project in Ghana","Community","5564903"
"*Bagepalli CDM Biogas Programme","Community","161780"
"Efficient Fuel Wood Stoves for Nigeria","Community","97297"
"Project Gaia Cook Stove Programme of Activities","Community",NA
"Nanyang Danjiang River Solar Cooker Project Phase I (GS1378 CER to VER conversion)","Community","107412"
"Nanyang Danjiang River Solar Cooker Project Phase II (GS1588 CER to VER conversion)","Community","4030"
"*Improved Household Charcoal Stoves in Ghana","Community","1534448"
"*Improved Household Charcoal Stoves in Mali","Community","1001341"
"PoA GS 973 Solar Sister Inc (SS) CPA1 GS4187","Community",NA
"Utilization of Biomass in Bricks Manufacturing By Ozone Envirotech Pvt. Ltd. (OEPL)","Industrial/Commercial",NA
"GS1247 VPA 41 Gatsibo District Boreholes (GS4202)","Community","45442"
"GS1247 VPA 42  Gatsibo District Boreholes  (GS4203)","Community","44622"
"Believe Green Spring Health Tankol Safe Drinking Water","Community","56274"
"Improved Cookstove Program in Lao PDR","Community","560760"
"African Biogas Carbon Programme (ABC) - Uganda - VPA003","Community","141638"
"Methane Gas Capture and Electricity Production at Kubratovo Wastewater Treatment Plant Sofia Bulgaria","Waste Management","627568"
"GS1264: NativeEnergy Clean Water Programme West Africa: VPA (02) Nigeria","Community",NA
"CPA 4 Improved Cook Stoves programme for Rwanda","Community","265560"
"GS1247 VPA 43 Alebtong Dokolo Otuke District Boreholes","Community","63715"
"CPA 5 Improved Cook Stoves programme for Rwanda","Community","177437"
"WWF Biogas Nepal II","Community","278105"
"1.2MW Renewable Energy Power Project based on Biogas from Dairy Buffalo Manure at Pariyat Jabalpur District Madhya Pradesh","Agriculture",NA
"GS2404 International Water Purification Programme - CPA 4 Water Kiosks in Cambodia","Community","73234"
"GS1366 Micro Energy PoA VPA 5 BioLite Improved Stove Programme India","Community","31423"
"GS1247 VPA 44 BioLite Improved Stove Programme Uganda","Community","59717"
"Cookstoves distribution in refugee and rural areas of Darfur region Africa","Community",NA
"Nazava Water Filter Project","Community","120040"
"The Breathing Space Improved Cooking Stoves Programme India - VPA  No. 10 Envirofit","Community","169804"
"GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru – VPA4","Community","124822"
"Institutional Improved Cook Stoves for Schools and Institutions in Uganda","Community","36812"
"GS1023 Improved Cook Stoves programme for Rwanda #CPA2 Cameroon","Community",NA
"VPA 7 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","31887"
"VPA 8 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","34660"
"VPA 9 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","29477"
"VPA 10 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","30529"
"VPA 11 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","26535"
"VPA 12 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","33675"
"VPA 13 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","30666"
"VPA 14 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","39034"
"VPA 15 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","30512"
"VPA 16 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","27484"
"VPA 17 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","32740"
"VPA 19 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","31085"
"VPA 18 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","26137"
"VPA 20 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","29120"
"VPA 21 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","42237"
"VPA 22 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","34042"
"VPA 23 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","35367"
"VPA 24 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","31350"
"VPA 25 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","16763"
"VPA 26 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","35332"
"VPA 27 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","19856"
"VPA 28 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","28096"
"VPA 29 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","44840"
"VPA 30 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","31574"
"VPA 31  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","35749"
"VPA 32 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","44594"
"VPA 33 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","19166"
"VPA 34 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","12951"
"*Mamak Landfill Waste Management Project  Turkey","Waste Management","3192403"
"VPA 35 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","44259"
"VPA 36 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","43960"
"GS1247 VPA 45 Eritrean District Boreholes","Community","44266"
"GS1247 VPA 46 Eritrean District Boreholes","Community","46741"
"African Cookstoves and Water Programme PoA","Community",NA
"SMARTD Improved Cookstove Programme","Community",NA
"Improved Cookstoves for Social Impact in Ugandan Communities","Community","9355799"
"Sustainable Safe Water Programme","Community",NA
"GS1247 VPA 47 Eritrean District Boreholes","Community","43569"
"GS1247 VPA 48 Eritrean District Boreholes","Community","43987"
"Improved Cookstoves Program in Honduras ""Vida Mejor con Ecofogones de Alto","Community",NA
"Project Gaia Cook Stoves Programme of Activities Ethiopia CPA-0001","Community",NA
"Brickstar Wood Stove - Mahlaba Area","Community","5156"
"Tandavanala TsinjoHarena Improved cook-stoves in Vatovavy Fitovinany Region Madagascar","Community",NA
"M'tetezi Improved cook-stoves Balaka District Malawi","Community","365063"
"GS1247 VPA 49 Improved Kitchen Regimes:Kaliro Safe Water Project","Community","45665"
"GS1247 VPA 50 Improved Kitchen Regimes: Dissemination of improved stove in Zoba Anseba Eritrea 3","Community",NA
"GS1247 VPA 51 Improved Kitchen Regimes: Dissemination of improved stove in Zoba Anseba Eritrea 4","Community",NA
"Univanich Lamthap POME Biogas Project","Waste Management","186620"
"TBEC Tha Chang Biogas Project","Waste Management",NA
"Biogas Project of YRA","Community",NA
"Municipal Waste Composting in Dschang Cameroon","Waste Management","15081"
"Installation of Low Green House Gases (GHG) emitting rolling stock cars in metro","Transportation","92805"
"Univanich TOPI Biogas Project","Waste Management","257215"
"Project Gaia Cook Stove Programme of Activities - CPA0002 Djibouti","Community",NA
"GS1247 VPA 52: Improved Cook Stoves in Chamanculo C Maputo (Mozambique) phase II","Community","16464"
"GS1247 VPA 53: Improved Cook Stoves in Chamanculo C Maputo (Mozambique) phase III","Community","13798"
"Brickstar Wood Stove - Nwamitwa Area","Community",NA
"Energy Efficiency measures in DMRC - Phase III elevated stations","Transportation","3804"
"ADES Solar and efficient stoves in Madagascar","Community","2554723"
"Project Gaia Cook Stove Programme of Activities CPA0003 Ethiopia","Community",NA
"*Energeticos Jaremar - Biogas recovery from Palm Oil Mill Effluent (POME) ponds and heat & electricity generation Honduras","Waste Management","255282"
"Empowering DRC communities through the use of Improved Cook Stoves - CPA 002","Community",NA
"WWF Meigu High Efficient Cook Stove Project","Community","19404"
"Wanzhou Kehua Cement WHR to 13.5 MW electricity project in Wanzhou District (300087)","Industrial/Commercial",NA
"GS1247 VPA 54 Eritrean District Boreholes","Community","43709"
"GS1247 VPA 55 Eritrean District Boreholes","Community","43477"
"SÜTAS TIRE BIOGAS PLANT","Agriculture",NA
"PoA GS 973 - RDIS CPA1","Community",NA
"GS1247 VPA 56 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","41872"
"GS1247 VPA 57 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","41864"
"GS1247 VPA 58 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","41334"
"GS1247 VPA 59 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","41611"
"GS1247 VPA 60 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","40955"
"GS4424 VPA1 African Cookstoves and Water Programme","Community","36726"
"Nagapattinam District Biogas Project for Tsunami affected Poor","Community","11330"
"Accelerating Clean Cooking Solutions Cambodia VPA01","Community",NA
"Accelerating Clean Cooking Solutions in the Greater Mekong PoA","Community",NA
"Darfur Efficient Cook-stove Project","Community","329887"
"Bamako Clean Cookstoves - Improving livelihoods and fighting desertification in the Sahel zone","Community","407458"
"GS1205 Sustainable Energy for Development PoA VPA 8: Improved Cook Stove Project in the Comoros","Community",NA
"PoA GS973 - GUMUTINDO CPA1","Community",NA
"GS1205 Sustainable Energy for Development PoA VPA 9: Improved cook stove project in Chad","Community",NA
"GS1247 VPA 61 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","34625"
"GS1247 VPA 62 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","34625"
"GS1247 VPA 63 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","34740"
"GS1247 VPA 64 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda","Community","35536"
"GS1247 VPA 65 Zoba Debub Community Boreholes","Community","35527"
"GS1247 VPA 66 Zoba Debub Community Boreholes","Community","35818"
"*WWF Nepal Gold Standard Biogas Voluntary Emission Reduction (VER) Project","Community","753754"
"GS1247 VPA 67 Zoba Debub Community Boreholes","Community","35418"
"GS1247 VPA 68 Zoba Debub Community Boreholes","Community","34789"
"GS1247 VPA 69 Zoba Debub Community Boreholes","Community","34624"
"GS1247 VPA 70 Zoba Debub Community Boreholes","Community","35609"
"The Breathing Space Improved Cooking Stoves Programme India - VPA  No. 11 Envirofit","Community","168646"
"African Improved Cookstoves and Clean Water Programme PoA","Community",NA
"GS2404 International Water purification PoA - Chlorine Dispensers in Uganda - CPA 9","Community","42768"
"GS2404 International Water Purification Programme- Chlorine Dispensers in Uganda - CPA 10","Community","36999"
"FCN GS PoA for Rural Communities","Community",NA
"Greentech' Emissions Reductions from PET Recycling Romania","Waste Management","176187"
"GS1247 VPA 71 Lango Safe Water Project","Community","41078"
"GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru - VPA5","Community","203533"
"African Biogas Carbon Programme (ABC) - Tanzania – CAMARTEC - VPA004","Community",NA
"African Biogas Carbon Programme (ABC) – Tanzania – SimGas - VPA005","Community",NA
"Eritrea Community Boreholes","Community","674009"
"Pitak Palm Wastewater Treatment and Biogas Utilization Project (300335)","Waste Management",NA
"GS1247 VPA 72 Lango Safe Water Project","Community","42350"
"GS1247 VPA 73 Lango Safe Water Project","Community","39843"
"GS1247 VPA 74 Lango Safe Water Project","Community","40352"
"GS1247 VPA 75 Lango Safe Water Project","Community","31772"
"GS1247 VPA 76 Lango Safe Water Project","Community","31690"
"GS1247 VPA 77 Lango Safe Water Project","Community","36533"
"GS1247 VPA 78 Lango Safe Water Project","Community","39488"
"GS1247 VPA 79 Lango Safe Water Project","Community","37549"
"GS1247 VPA 80 Lango Safe Water Project","Community","29234"
"GS1247 VPA 81 Lango Safe Water Project","Community","10237"
"GS1247 VPA 82 Lango Safe Water Project","Community","23256"
"GS1247 VPA 83 Lango Safe Water Project","Community","23821"
"Energy Efficiency measures in DMRC Phase III undergroud stations","Transportation",NA
"Chantaburi Starch Wastewater Treatment and Biogas Utilization Project (300085)","Waste Management",NA
"GS1488 CPA001 Rubavu District in the Western Province of the Republic of Rwanda","Community",NA
